type,cell,n,wd_mouth,wd_L11,wd_L1,wd_L11H16,wd_qmean
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,250,0.3148491468893112,0.25748554802258833,0.3269374223250859,0.22723847794416524,0.17033315528593057
RACExRELIG,RACExRELIG :: Hispanic | Protestant,250,0.31340902110071167,0.23947854243576225,0.3069488175351017,0.22125399702469575,0.168824224781713
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,250,0.33444909165419734,0.24668330188714097,0.325821465497882,0.22554500275922026,0.17269971475279727
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,193,0.34420407095553884,0.2753998264907966,0.35135150751820826,0.27941926784354926,0.21622794626663794
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,193,0.33494204889077195,0.24822923829585303,0.32570092257163197,0.23894156277535722,0.1650761815346193
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,80,0.42044950340272624,0.35105673764221434,0.4450253468744038,0.3296587954807456,0.2744181645067102
RACExRELIG,RACExRELIG :: Other | Nothing in particular,57,0.2875434503971808,0.25345563007820093,0.34411827560978403,0.23577399533457952,0.2120873800483146
RACExRELIG,RACExRELIG :: Other | Protestant,105,0.31341779785935353,0.28987865774248855,0.3493619334244324,0.2620254701744983,0.21485527081322833
RACExRELIG,RACExRELIG :: Refused | Protestant,192,0.40530857814974697,0.2993643032357552,0.3748841107677226,0.30442200392207136,0.2550956774621196
RACExRELIG,RACExRELIG :: White | Agnostic,250,0.36750281441518967,0.28815085382342587,0.36963228782290164,0.2592141856156584,0.16199250390118533
RACExRELIG,RACExRELIG :: White | Atheist,250,0.3892941566297575,0.3256605495189395,0.41802964412677374,0.3038304817306788,0.22546649383987918
RACExRELIG,RACExRELIG :: White | Buddhist,128,0.34977758226699157,0.3034495595248717,0.3754002661531832,0.2743128747903296,0.23943163552812072
